"","Cause","Jurisdiction","Number","Protection.zone","Response.category","Year","Juris_Long","Cause_Grouped","Time1","Time2","Region","Fire_Cause_Human"
"11154","Recreation","NL",0,"Limited","None",2017,"Newfoundland and Labrador","People","Late 20s","2010s","Atlantic Region","Human"
"11155","Recreation","ON",2,"Limited","None",1990,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11156","Recreation","ON",4,"Limited","None",1991,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11157","Recreation","ON",2,"Limited","None",1992,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11158","Recreation","ON",8,"Limited","None",1993,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11159","Recreation","ON",7,"Limited","None",1994,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11160","Recreation","ON",1,"Limited","None",1995,"Ontario","People","Early 90s","1990s","Central Region","Human"
"11161","Recreation","ON",0,"Limited","None",1996,"Ontario","People","Late 90s","1990s","Central Region","Human"
"11162","Recreation","ON",0,"Limited","None",1997,"Ontario","People","Late 90s","1990s","Central Region","Human"
"11163","Recreation","ON",1,"Limited","None",1998,"Ontario","People","Late 90s","1990s","Central Region","Human"
"11164","Recreation","ON",3,"Limited","None",1999,"Ontario","People","Late 90s","1990s","Central Region","Human"
"11165","Recreation","ON",1,"Limited","None",2000,"Ontario","People","Late 90s","2000s","Central Region","Human"
"11166","Recreation","ON",2,"Limited","None",2001,"Ontario","People","Early 10s","2000s","Central Region","Human"
"11167","Recreation","ON",0,"Limited","None",2002,"Ontario","People","Early 10s","2000s","Central Region","Human"
"11168","Recreation","ON",0,"Limited","None",2003,"Ontario","People","Early 10s","2000s","Central Region","Human"
"11169","Recreation","ON",1,"Limited","None",2004,"Ontario","People","Early 10s","2000s","Central Region","Human"
"11170","Recreation","ON",1,"Limited","None",2005,"Ontario","People","Early 10s","2000s","Central Region","Human"
"11171","Recreation","ON",2,"Limited","None",2006,"Ontario","People","Late 10s","2000s","Central Region","Human"
"11172","Recreation","ON",1,"Limited","None",2007,"Ontario","People","Late 10s","2000s","Central Region","Human"
"11173","Recreation","ON",1,"Limited","None",2008,"Ontario","People","Late 10s","2000s","Central Region","Human"
"11174","Recreation","ON",2,"Limited","None",2009,"Ontario","People","Late 10s","2000s","Central Region","Human"
"11175","Recreation","ON",2,"Limited","None",2010,"Ontario","People","Late 10s","2010s","Central Region","Human"
"11176","Recreation","ON",1,"Limited","None",2011,"Ontario","People","Early 20s","2010s","Central Region","Human"
"11177","Recreation","ON",1,"Limited","None",2012,"Ontario","People","Early 20s","2010s","Central Region","Human"
"11178","Recreation","ON",1,"Limited","None",2014,"Ontario","People","Early 20s","2010s","Central Region","Human"
"11179","Recreation","ON",1,"Limited","None",2015,"Ontario","People","Early 20s","2010s","Central Region","Human"
"11180","Recreation","ON",1,"Limited","None",2016,"Ontario","People","Late 20s","2010s","Central Region","Human"
"11181","Recreation","ON",0,"Limited","None",2017,"Ontario","People","Late 20s","2010s","Central Region","Human"
"11182","Recreation","QC",0,"Limited","None",1990,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11183","Recreation","QC",1,"Limited","None",1991,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11184","Recreation","QC",1,"Limited","None",1992,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11185","Recreation","QC",0,"Limited","None",1993,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11186","Recreation","QC",0,"Limited","None",1994,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11187","Recreation","QC",3,"Limited","None",1995,"Quebec","People","Early 90s","1990s","Central Region","Human"
"11188","Recreation","QC",0,"Limited","None",1996,"Quebec","People","Late 90s","1990s","Central Region","Human"
"11189","Recreation","QC",1,"Limited","None",1997,"Quebec","People","Late 90s","1990s","Central Region","Human"
"11190","Recreation","QC",0,"Limited","None",1998,"Quebec","People","Late 90s","1990s","Central Region","Human"
"11191","Recreation","QC",2,"Limited","None",1999,"Quebec","People","Late 90s","1990s","Central Region","Human"
"11192","Recreation","QC",0,"Limited","None",2000,"Quebec","People","Late 90s","2000s","Central Region","Human"
"11193","Recreation","QC",0,"Limited","None",2001,"Quebec","People","Early 10s","2000s","Central Region","Human"
"11194","Recreation","QC",4,"Limited","None",2002,"Quebec","People","Early 10s","2000s","Central Region","Human"
"11195","Recreation","QC",3,"Limited","None",2003,"Quebec","People","Early 10s","2000s","Central Region","Human"
"11196","Recreation","QC",0,"Limited","None",2004,"Quebec","People","Early 10s","2000s","Central Region","Human"
"11197","Recreation","QC",1,"Limited","None",2005,"Quebec","People","Early 10s","2000s","Central Region","Human"
"11198","Recreation","QC",1,"Limited","None",2006,"Quebec","People","Late 10s","2000s","Central Region","Human"
"11199","Recreation","QC",1,"Limited","None",2007,"Quebec","People","Late 10s","2000s","Central Region","Human"
"11200","Recreation","QC",0,"Limited","None",2008,"Quebec","People","Late 10s","2000s","Central Region","Human"
"11201","Recreation","QC",0,"Limited","None",2009,"Quebec","People","Late 10s","2000s","Central Region","Human"
"11202","Recreation","QC",1,"Limited","None",2010,"Quebec","People","Late 10s","2010s","Central Region","Human"
"11203","Recreation","QC",2,"Limited","None",2011,"Quebec","People","Early 20s","2010s","Central Region","Human"
"11204","Recreation","QC",2,"Limited","None",2012,"Quebec","People","Early 20s","2010s","Central Region","Human"
"11205","Recreation","QC",3,"Limited","None",2013,"Quebec","People","Early 20s","2010s","Central Region","Human"
"11206","Recreation","QC",1,"Limited","None",2014,"Quebec","People","Early 20s","2010s","Central Region","Human"
"11207","Recreation","QC",0,"Limited","None",2015,"Quebec","People","Early 20s","2010s","Central Region","Human"
"11208","Recreation","QC",1,"Limited","None",2016,"Quebec","People","Late 20s","2010s","Central Region","Human"
"11209","Recreation","QC",0,"Limited","None",2017,"Quebec","People","Late 20s","2010s","Central Region","Human"
"11210","Recreation","SK",0,"Limited","None",1997,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Human"
"11211","Recreation","YT",0,"Limited","None",2002,"Yukon","People","Early 10s","2000s","North Region","Human"
"11212","Recreation","YT",3,"Limited","None",2003,"Yukon","People","Early 10s","2000s","North Region","Human"
"11213","Recreation","YT",3,"Limited","None",2004,"Yukon","People","Early 10s","2000s","North Region","Human"
"11214","Recreation","YT",0,"Limited","None",2005,"Yukon","People","Early 10s","2000s","North Region","Human"
"11215","Recreation","YT",0,"Limited","None",2006,"Yukon","People","Late 10s","2000s","North Region","Human"
"11216","Recreation","YT",1,"Limited","None",2007,"Yukon","People","Late 10s","2000s","North Region","Human"
"11217","Recreation","YT",1,"Limited","None",2008,"Yukon","People","Late 10s","2000s","North Region","Human"
"11218","Recreation","YT",0,"Limited","None",2009,"Yukon","People","Late 10s","2000s","North Region","Human"
"11219","Recreation","YT",0,"Limited","None",2010,"Yukon","People","Late 10s","2010s","North Region","Human"
"11220","Recreation","YT",0,"Limited","None",2011,"Yukon","People","Early 20s","2010s","North Region","Human"
"11221","Recreation","YT",0,"Limited","None",2012,"Yukon","People","Early 20s","2010s","North Region","Human"
"11222","Recreation","YT",0,"Limited","None",2013,"Yukon","People","Early 20s","2010s","North Region","Human"
"11223","Recreation","YT",0,"Limited","None",2014,"Yukon","People","Early 20s","2010s","North Region","Human"
"11224","Recreation","YT",0,"Limited","None",2015,"Yukon","People","Early 20s","2010s","North Region","Human"
"11225","Recreation","YT",0,"Limited","None",2016,"Yukon","People","Late 20s","2010s","North Region","Human"
"11226","Recreation","YT",0,"Limited","None",2017,"Yukon","People","Late 20s","2010s","North Region","Human"
"11227","Recreation","NT",0,"Limited","None",2017,"Northwest Territories","People","Late 20s","2010s","North Region","Human"
"11228","Residents","MB",1,"Limited","None",1996,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"11229","Residents","MB",0,"Limited","None",1997,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"11230","Residents","MB",0,"Limited","None",1998,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"11231","Residents","MB",0,"Limited","None",1999,"Manitoba","People","Late 90s","1990s","Prairie Region","Human"
"11232","Residents","MB",0,"Limited","None",2000,"Manitoba","People","Late 90s","2000s","Prairie Region","Human"
"11233","Residents","MB",0,"Limited","None",2001,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"11234","Residents","MB",2,"Limited","None",2002,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"11235","Residents","MB",1,"Limited","None",2003,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"11236","Residents","MB",0,"Limited","None",2004,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"11237","Residents","MB",0,"Limited","None",2005,"Manitoba","People","Early 10s","2000s","Prairie Region","Human"
"11238","Residents","MB",0,"Limited","None",2006,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11239","Residents","MB",0,"Limited","None",2007,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11240","Residents","MB",0,"Limited","None",2008,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11241","Residents","MB",0,"Limited","None",2009,"Manitoba","People","Late 10s","2000s","Prairie Region","Human"
"11242","Residents","MB",0,"Limited","None",2010,"Manitoba","People","Late 10s","2010s","Prairie Region","Human"
"11243","Residents","MB",0,"Limited","None",2011,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11244","Residents","MB",0,"Limited","None",2012,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11245","Residents","MB",1,"Limited","None",2013,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11246","Residents","MB",0,"Limited","None",2014,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11247","Residents","MB",0,"Limited","None",2015,"Manitoba","People","Early 20s","2010s","Prairie Region","Human"
"11248","Residents","MB",0,"Limited","None",2016,"Manitoba","People","Late 20s","2010s","Prairie Region","Human"
"11249","Residents","MB",0,"Limited","None",2017,"Manitoba","People","Late 20s","2010s","Prairie Region","Human"
"11250","Residents","NL",0,"Limited","None",1990,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11251","Residents","NL",0,"Limited","None",1991,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11252","Residents","NL",0,"Limited","None",1992,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11253","Residents","NL",0,"Limited","None",1993,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11254","Residents","NL",0,"Limited","None",1994,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11255","Residents","NL",0,"Limited","None",1995,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Human"
"11256","Residents","NL",0,"Limited","None",1996,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11257","Residents","NL",0,"Limited","None",1997,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11258","Residents","NL",0,"Limited","None",1998,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11259","Residents","NL",0,"Limited","None",1999,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Human"
"11260","Residents","NL",0,"Limited","None",2001,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11261","Residents","NL",0,"Limited","None",2002,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11262","Residents","NL",0,"Limited","None",2003,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11263","Residents","NL",0,"Limited","None",2004,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11264","Residents","NL",0,"Limited","None",2005,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Human"
"11265","Residents","NL",0,"Limited","None",2006,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11266","Residents","NL",0,"Limited","None",2007,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11267","Residents","NL",0,"Limited","None",2008,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11268","Residents","NL",0,"Limited","None",2009,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Human"
"11269","Residents","NL",1,"Limited","None",2010,"Newfoundland and Labrador","People","Late 10s","2010s","Atlantic Region","Human"
"11270","Residents","NL",0,"Limited","None",2011,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11271","Residents","NL",0,"Limited","None",2012,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
"11272","Residents","NL",0,"Limited","None",2013,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Human"
